Australian Bureau of Statistics

"2011 Census - Counting Employed Persons, Place of Work"
"LGA and Local Government Areas (2011 Boundaries) (POW)"
"Counting: Persons, Place of Work"

Filters:
"Default Summation","Persons, Place of Work"

"Counting","LGA","Local Government Areas (2011 Boundaries) (POW)","Count",
"Persons, Place of Work","Mansfield (S)","Hepburn (S)",0
"Persons, Place of Work","Mansfield (S)","Hindmarsh (S)",0
"Persons, Place of Work","Mansfield (S)","Hobsons Bay (C)",0
"Persons, Place of Work","Mansfield (S)","Horsham (RC)",0
"Persons, Place of Work","Mansfield (S)","Hume (C)",4
"Persons, Place of Work","Mansfield (S)","Indigo (S)",0
"Persons, Place of Work","Mansfield (S)","Kingston (C)",11
"Persons, Place of Work","Mansfield (S)","Knox (C)",4
"Persons, Place of Work","Mansfield (S)","Latrobe (C)",0
"Persons, Place of Work","Mansfield (S)","Loddon (S)",0
"Persons, Place of Work","Mansfield (S)","Macedon Ranges (S)",0
"Persons, Place of Work","Mansfield (S)","Manningham (C)",5
"Persons, Place of Work","Mansfield (S)","Mansfield (S)",2800
"Persons, Place of Work","Mansfield (S)","Maribyrnong (C)",0
"Persons, Place of Work","Mansfield (S)","Maroondah (C)",3
"Persons, Place of Work","Mansfield (S)","Melbourne (C)",28
"Persons, Place of Work","Mansfield (S)","Melton (S)",0
"Persons, Place of Work","Mansfield (S)","Mildura (RC)",0
"Persons, Place of Work","Mansfield (S)","Mitchell (S)",3
"Persons, Place of Work","Mansfield (S)","Moira (S)",8
"Persons, Place of Work","Mansfield (S)","Monash (C)",9
"Persons, Place of Work","Mansfield (S)","Moonee Valley (C)",0
"Persons, Place of Work","Mansfield (S)","Moorabool (S)",0
"Persons, Place of Work","Mansfield (S)","Moreland (C)",3
"Persons, Place of Work","Mansfield (S)","Mornington Peninsula (S)",3
"Persons, Place of Work","Mansfield (S)","Mount Alexander (S)",0
"Persons, Place of Work","Mansfield (S)","Moyne (S)",0
"Persons, Place of Work","Mansfield (S)","Murrindindi (S)",51
"Persons, Place of Work","Mansfield (S)","Nillumbik (S)",3
"Persons, Place of Work","Mansfield (S)","Northern Grampians (S)",0
"Persons, Place of Work","Mansfield (S)","Port Phillip (C)",4
"Persons, Place of Work","Mansfield (S)","Pyrenees (S)",0
"Persons, Place of Work","Mansfield (S)","Queenscliffe (B)",0
"Persons, Place of Work","Mansfield (S)","South Gippsland (S)",0
"Persons, Place of Work","Mansfield (S)","Southern Grampians (S)",0
"Persons, Place of Work","Mansfield (S)","Stonnington (C)",6
"Persons, Place of Work","Mansfield (S)","Strathbogie (S)",14
"Persons, Place of Work","Mansfield (S)","Surf Coast (S)",0
"Persons, Place of Work","Mansfield (S)","Swan Hill (RC)",0
"Persons, Place of Work","Mansfield (S)","Towong (S)",0
"Persons, Place of Work","Mansfield (S)","Wangaratta (RC)",20
"Persons, Place of Work","Mansfield (S)","Warrnambool (C)",0
"Persons, Place of Work","Mansfield (S)","Wellington (S)",0
"Persons, Place of Work","Mansfield (S)","West Wimmera (S)",0
"Persons, Place of Work","Mansfield (S)","Whitehorse (C)",8
"Persons, Place of Work","Mansfield (S)","Whittlesea (C)",9
"Persons, Place of Work","Mansfield (S)","Wodonga (RC)",0
"Persons, Place of Work","Mansfield (S)","Wyndham (C)",4
"Persons, Place of Work","Mansfield (S)","Yarra (C)",3
"Persons, Place of Work","Mansfield (S)","Yarra Ranges (S)",7
"Persons, Place of Work","Mansfield (S)","Yarriambiack (S)",0
"Persons, Place of Work","Mansfield (S)","POW Capital city undefined (Greater Melbourne)",10
"Persons, Place of Work","Mansfield (S)","Unincorporated Vic",148
"Persons, Place of Work","Mansfield (S)","POW No Fixed Address (Vic.)",165
"Persons, Place of Work","Mansfield (S)","POW State/Territory undefined (Vic.)",132
"Persons, Place of Work","Maribyrnong (C)","Alpine (S)",0
"Persons, Place of Work","Maribyrnong (C)","Ararat (RC)",0
"Persons, Place of Work","Maribyrnong (C)","Ballarat (C)",34
"Persons, Place of Work","Maribyrnong (C)","Banyule (C)",157
"Persons, Place of Work","Maribyrnong (C)","Bass Coast (S)",11
"Persons, Place of Work","Maribyrnong (C)","Baw Baw (S)",8
"Persons, Place of Work","Maribyrnong (C)","Bayside (C)",90
"Persons, Place of Work","Maribyrnong (C)","Benalla (RC)",0
"Persons, Place of Work","Maribyrnong (C)","Boroondara (C)",491
"Persons, Place of Work","Maribyrnong (C)","Brimbank (C)",1972
"Persons, Place of Work","Maribyrnong (C)","Buloke (S)",0
"Persons, Place of Work","Maribyrnong (C)","Campaspe (S)",3
"Persons, Place of Work","Maribyrnong (C)","Cardinia (S)",3
"Persons, Place of Work","Maribyrnong (C)","Casey (C)",22
"Persons, Place of Work","Maribyrnong (C)","Central Goldfields (S)",0
"Persons, Place of Work","Maribyrnong (C)","Colac-Otway (S)",6
"Persons, Place of Work","Maribyrnong (C)","Corangamite (S)",0
"Persons, Place of Work","Maribyrnong (C)","Darebin (C)",319
"Persons, Place of Work","Maribyrnong (C)","East Gippsland (S)",0
"Persons, Place of Work","Maribyrnong (C)","Frankston (C)",25
"Persons, Place of Work","Maribyrnong (C)","Gannawarra (S)",0
"Persons, Place of Work","Maribyrnong (C)","Glen Eira (C)",150
"Persons, Place of Work","Maribyrnong (C)","Glenelg (S)",0
"Persons, Place of Work","Maribyrnong (C)","Golden Plains (S)",0
"Persons, Place of Work","Maribyrnong (C)","Greater Bendigo (C)",18
"Persons, Place of Work","Maribyrnong (C)","Greater Dandenong (C)",124
"Persons, Place of Work","Maribyrnong (C)","Greater Geelong (C)",142
"Persons, Place of Work","Maribyrnong (C)","Greater Shepparton (C)",0
"Persons, Place of Work","Maribyrnong (C)","Hepburn (S)",3
"Persons, Place of Work","Maribyrnong (C)","Hindmarsh (S)",0
"Persons, Place of Work","Maribyrnong (C)","Hobsons Bay (C)",1411
"Persons, Place of Work","Maribyrnong (C)","Horsham (RC)",3
"Persons, Place of Work","Maribyrnong (C)","Hume (C)",1023
"Persons, Place of Work","Maribyrnong (C)","Indigo (S)",0
"Persons, Place of Work","Maribyrnong (C)","Kingston (C)",170
"Persons, Place of Work","Maribyrnong (C)","Knox (C)",86
"Persons, Place of Work","Maribyrnong (C)","Latrobe (C)",3
"Persons, Place of Work","Maribyrnong (C)","Loddon (S)",0
"Persons, Place of Work","Maribyrnong (C)","Macedon Ranges (S)",17
"Persons, Place of Work","Maribyrnong (C)","Manningham (C)",59
"Persons, Place of Work","Maribyrnong (C)","Mansfield (S)",3
"Persons, Place of Work","Maribyrnong (C)","Maribyrnong (C)",5869
"Persons, Place of Work","Maribyrnong (C)","Maroondah (C)",38
"Persons, Place of Work","Maribyrnong (C)","Melbourne (C)",10646
"Persons, Place of Work","Maribyrnong (C)","Melton (S)",188
"Persons, Place of Work","Maribyrnong (C)","Mildura (RC)",0
"Persons, Place of Work","Maribyrnong (C)","Mitchell (S)",5
"Persons, Place of Work","Maribyrnong (C)","Moira (S)",0
"Persons, Place of Work","Maribyrnong (C)","Monash (C)",342
"Persons, Place of Work","Maribyrnong (C)","Moonee Valley (C)",1067
"Persons, Place of Work","Maribyrnong (C)","Moorabool (S)",12
"Persons, Place of Work","Maribyrnong (C)","Moreland (C)",564
"Persons, Place of Work","Maribyrnong (C)","Mornington Peninsula (S)",20
"Persons, Place of Work","Maribyrnong (C)","Mount Alexander (S)",7
"Persons, Place of Work","Maribyrnong (C)","Moyne (S)",7
"Persons, Place of Work","Maribyrnong (C)","Murrindindi (S)",6
"Persons, Place of Work","Maribyrnong (C)","Nillumbik (S)",24
"Persons, Place of Work","Maribyrnong (C)","Northern Grampians (S)",0
"Persons, Place of Work","Maribyrnong (C)","Port Phillip (C)",1581
"Persons, Place of Work","Maribyrnong (C)","Pyrenees (S)",0
"Persons, Place of Work","Maribyrnong (C)","Queenscliffe (B)",0
"Persons, Place of Work","Maribyrnong (C)","South Gippsland (S)",3
"Persons, Place of Work","Maribyrnong (C)","Southern Grampians (S)",0
"Persons, Place of Work","Maribyrnong (C)","Stonnington (C)",494
"Persons, Place of Work","Maribyrnong (C)","Strathbogie (S)",0
"Persons, Place of Work","Maribyrnong (C)","Surf Coast (S)",3
"Persons, Place of Work","Maribyrnong (C)","Swan Hill (RC)",3
"Persons, Place of Work","Maribyrnong (C)","Towong (S)",0
"Persons, Place of Work","Maribyrnong (C)","Wangaratta (RC)",5
"Persons, Place of Work","Maribyrnong (C)","Warrnambool (C)",3
"Persons, Place of Work","Maribyrnong (C)","Wellington (S)",3
"Persons, Place of Work","Maribyrnong (C)","West Wimmera (S)",0
"Persons, Place of Work","Maribyrnong (C)","Whitehorse (C)",239
"Persons, Place of Work","Maribyrnong (C)","Whittlesea (C)",190
"Persons, Place of Work","Maribyrnong (C)","Wodonga (RC)",0
"Persons, Place of Work","Maribyrnong (C)","Wyndham (C)",1030
"Persons, Place of Work","Maribyrnong (C)","Yarra (C)",1458
"Persons, Place of Work","Maribyrnong (C)","Yarra Ranges (S)",17
"Persons, Place of Work","Maribyrnong (C)","Yarriambiack (S)",0
"Persons, Place of Work","Maribyrnong (C)","POW Capital city undefined (Greater Melbourne)",990
"Persons, Place of Work","Maribyrnong (C)","Unincorporated Vic",3
"Persons, Place of Work","Maribyrnong (C)","POW No Fixed Address (Vic.)",908
"Persons, Place of Work","Maribyrnong (C)","POW State/Territory undefined (Vic.)",1246
"Persons, Place of Work","Maroondah (C)","Alpine (S)",0
"Persons, Place of Work","Maroondah (C)","Ararat (RC)",0
"Persons, Place of Work","Maroondah (C)","Ballarat (C)",4
"Persons, Place of Work","Maroondah (C)","Banyule (C)",503
"Persons, Place of Work","Maroondah (C)","Bass Coast (S)",27
"Persons, Place of Work","Maroondah (C)","Baw Baw (S)",5
"Persons, Place of Work","Maroondah (C)","Bayside (C)",106
"Persons, Place of Work","Maroondah (C)","Benalla (RC)",0
"Persons, Place of Work","Maroondah (C)","Boroondara (C)",1950
"Persons, Place of Work","Maroondah (C)","Brimbank (C)",114
"Persons, Place of Work","Maroondah (C)","Buloke (S)",0
"Persons, Place of Work","Maroondah (C)","Campaspe (S)",3
"Persons, Place of Work","Maroondah (C)","Cardinia (S)",75
"Persons, Place of Work","Maroondah (C)","Casey (C)",363
"Persons, Place of Work","Maroondah (C)","Central Goldfields (S)",0
"Persons, Place of Work","Maroondah (C)","Colac-Otway (S)",0
"Persons, Place of Work","Maroondah (C)","Corangamite (S)",0
"Persons, Place of Work","Maroondah (C)","Darebin (C)",371
"Persons, Place of Work","Maroondah (C)","East Gippsland (S)",0
"Persons, Place of Work","Maroondah (C)","Frankston (C)",144
"Persons, Place of Work","Maroondah (C)","Gannawarra (S)",0
"Persons, Place of Work","Maroondah (C)","Glen Eira (C)",224
"Persons, Place of Work","Maroondah (C)","Glenelg (S)",0
"Persons, Place of Work","Maroondah (C)","Golden Plains (S)",0
"Persons, Place of Work","Maroondah (C)","Greater Bendigo (C)",9
"Persons, Place of Work","Maroondah (C)","Greater Dandenong (C)",1156
"Persons, Place of Work","Maroondah (C)","Greater Geelong (C)",13
"Persons, Place of Work","Maroondah (C)","Greater Shepparton (C)",3
"Persons, Place of Work","Maroondah (C)","Hepburn (S)",3
"Persons, Place of Work","Maroondah (C)","Hindmarsh (S)",0
"Persons, Place of Work","Maroondah (C)","Hobsons Bay (C)",97
"Persons, Place of Work","Maroondah (C)","Horsham (RC)",3
"Persons, Place of Work","Maroondah (C)","Hume (C)",294
"Persons, Place of Work","Maroondah (C)","Indigo (S)",0
"Persons, Place of Work","Maroondah (C)","Kingston (C)",561
"Persons, Place of Work","Maroondah (C)","Knox (C)",4937
"Persons, Place of Work","Maroondah (C)","Latrobe (C)",8
"Persons, Place of Work","Maroondah (C)","Loddon (S)",0
"Persons, Place of Work","Maroondah (C)","Macedon Ranges (S)",3
"Persons, Place of Work","Maroondah (C)","Manningham (C)",1455
"Persons, Place of Work","Maroondah (C)","Mansfield (S)",7
"Persons, Place of Work","Maroondah (C)","Maribyrnong (C)",105
"Persons, Place of Work","Maroondah (C)","Maroondah (C)",13172
"Persons, Place of Work","Maroondah (C)","Melbourne (C)",5790
"Persons, Place of Work","Maroondah (C)","Melton (S)",12
"Persons, Place of Work","Maroondah (C)","Mildura (RC)",0
"Persons, Place of Work","Maroondah (C)","Mitchell (S)",7
"Persons, Place of Work","Maroondah (C)","Moira (S)",0
"Persons, Place of Work","Maroondah (C)","Monash (C)",2417
"Persons, Place of Work","Maroondah (C)","Moonee Valley (C)",101
"Persons, Place of Work","Maroondah (C)","Moorabool (S)",3
"Persons, Place of Work","Maroondah (C)","Moreland (C)",169
"Persons, Place of Work","Maroondah (C)","Mornington Peninsula (S)",55
"Persons, Place of Work","Maroondah (C)","Mount Alexander (S)",3
"Persons, Place of Work","Maroondah (C)","Moyne (S)",0
"Persons, Place of Work","Maroondah (C)","Murrindindi (S)",17
"Persons, Place of Work","Maroondah (C)","Nillumbik (S)",152
"Persons, Place of Work","Maroondah (C)","Northern Grampians (S)",0
"Persons, Place of Work","Maroondah (C)","Port Phillip (C)",732
"Persons, Place of Work","Maroondah (C)","Pyrenees (S)",0
"Persons, Place of Work","Maroondah (C)","Queenscliffe (B)",0
"Persons, Place of Work","Maroondah (C)","South Gippsland (S)",7
"Persons, Place of Work","Maroondah (C)","Southern Grampians (S)",0
"Persons, Place of Work","Maroondah (C)","Stonnington (C)",494
"Persons, Place of Work","Maroondah (C)","Strathbogie (S)",7
"Persons, Place of Work","Maroondah (C)","Surf Coast (S)",0
"Persons, Place of Work","Maroondah (C)","Swan Hill (RC)",0
"Persons, Place of Work","Maroondah (C)","Towong (S)",0
"Persons, Place of Work","Maroondah (C)","Wangaratta (RC)",0
"Persons, Place of Work","Maroondah (C)","Warrnambool (C)",0
"Persons, Place of Work","Maroondah (C)","Wellington (S)",4
"Persons, Place of Work","Maroondah (C)","West Wimmera (S)",0
"Persons, Place of Work","Maroondah (C)","Whitehorse (C)",5043
"Persons, Place of Work","Maroondah (C)","Whittlesea (C)",215
"Persons, Place of Work","Maroondah (C)","Wodonga (RC)",0
"Persons, Place of Work","Maroondah (C)","Wyndham (C)",72
"Persons, Place of Work","Maroondah (C)","Yarra (C)",1215
"Persons, Place of Work","Maroondah (C)","Yarra Ranges (S)",3556
"Persons, Place of Work","Maroondah (C)","Yarriambiack (S)",0
"Persons, Place of Work","Maroondah (C)","POW Capital city undefined (Greater Melbourne)",1634
"Persons, Place of Work","Maroondah (C)","Unincorporated Vic",12
"Persons, Place of Work","Maroondah (C)","POW No Fixed Address (Vic.)",2601
"Persons, Place of Work","Maroondah (C)","POW State/Territory undefined (Vic.)",1364
"Persons, Place of Work","Melbourne (C)","Alpine (S)",0
"Persons, Place of Work","Melbourne (C)","Ararat (RC)",0
"Persons, Place of Work","Melbourne (C)","Ballarat (C)",40
"Persons, Place of Work","Melbourne (C)","Banyule (C)",295
"Persons, Place of Work","Melbourne (C)","Bass Coast (S)",20
"Persons, Place of Work","Melbourne (C)","Baw Baw (S)",16
"Persons, Place of Work","Melbourne (C)","Bayside (C)",182
"Persons, Place of Work","Melbourne (C)","Benalla (RC)",7
"Persons, Place of Work","Melbourne (C)","Boroondara (C)",1076
"Persons, Place of Work","Melbourne (C)","Brimbank (C)",510
"Persons, Place of Work","Melbourne (C)","Buloke (S)",0
"Persons, Place of Work","Melbourne (C)","Campaspe (S)",5
"Persons, Place of Work","Melbourne (C)","Cardinia (S)",19
"Persons, Place of Work","Melbourne (C)","Casey (C)",89
"Persons, Place of Work","Melbourne (C)","Central Goldfields (S)",3
"Persons, Place of Work","Melbourne (C)","Colac-Otway (S)",8
"Persons, Place of Work","Melbourne (C)","Corangamite (S)",5
"Persons, Place of Work","Melbourne (C)","Darebin (C)",390
"Persons, Place of Work","Melbourne (C)","East Gippsland (S)",5
"Persons, Place of Work","Melbourne (C)","Frankston (C)",68
"Persons, Place of Work","Melbourne (C)","Gannawarra (S)",3
"Persons, Place of Work","Melbourne (C)","Glen Eira (C)",332
"Persons, Place of Work","Melbourne (C)","Glenelg (S)",4
"Persons, Place of Work","Melbourne (C)","Golden Plains (S)",3
"Persons, Place of Work","Melbourne (C)","Greater Bendigo (C)",30
"Persons, Place of Work","Melbourne (C)","Greater Dandenong (C)",256
"Persons, Place of Work","Melbourne (C)","Greater Geelong (C)",148
"Persons, Place of Work","Melbourne (C)","Greater Shepparton (C)",16
"Persons, Place of Work","Melbourne (C)","Hepburn (S)",5
"Persons, Place of Work","Melbourne (C)","Hindmarsh (S)",0
"Persons, Place of Work","Melbourne (C)","Hobsons Bay (C)",350
"Persons, Place of Work","Melbourne (C)","Horsham (RC)",6
"Persons, Place of Work","Melbourne (C)","Hume (C)",688
"Persons, Place of Work","Melbourne (C)","Indigo (S)",0
"Persons, Place of Work","Melbourne (C)","Kingston (C)",309
"Persons, Place of Work","Melbourne (C)","Knox (C)",153
"Persons, Place of Work","Melbourne (C)","Latrobe (C)",16
"Persons, Place of Work","Melbourne (C)","Loddon (S)",0
"Persons, Place of Work","Melbourne (C)","Macedon Ranges (S)",29
"Persons, Place of Work","Melbourne (C)","Manningham (C)",115
"Persons, Place of Work","Melbourne (C)","Mansfield (S)",3
"Persons, Place of Work","Melbourne (C)","Maribyrnong (C)",680
"Persons, Place of Work","Melbourne (C)","Maroondah (C)",107
"Persons, Place of Work","Melbourne (C)","Melbourne (C)",27912
"Persons, Place of Work","Melbourne (C)","Melton (S)",56
"Persons, Place of Work","Melbourne (C)","Mildura (RC)",7
"Persons, Place of Work","Melbourne (C)","Mitchell (S)",13
"Persons, Place of Work","Melbourne (C)","Moira (S)",4
"Persons, Place of Work","Melbourne (C)","Monash (C)",705
"Persons, Place of Work","Melbourne (C)","Moonee Valley (C)",605
"Persons, Place of Work","Melbourne (C)","Moorabool (S)",5
"Persons, Place of Work","Melbourne (C)","Moreland (C)",540
"Persons, Place of Work","Melbourne (C)","Mornington Peninsula (S)",52
"Persons, Place of Work","Melbourne (C)","Mount Alexander (S)",5
"Persons, Place of Work","Melbourne (C)","Moyne (S)",5
"Persons, Place of Work","Melbourne (C)","Murrindindi (S)",5
"Persons, Place of Work","Melbourne (C)","Nillumbik (S)",26
"Persons, Place of Work","Melbourne (C)","Northern Grampians (S)",0
"Persons, Place of Work","Melbourne (C)","Port Phillip (C)",2715
"Persons, Place of Work","Melbourne (C)","Pyrenees (S)",0
"Persons, Place of Work","Melbourne (C)","Queenscliffe (B)",3
"Persons, Place of Work","Melbourne (C)","South Gippsland (S)",6
"Persons, Place of Work","Melbourne (C)","Southern Grampians (S)",0
"Persons, Place of Work","Melbourne (C)","Stonnington (C)",1240
"Persons, Place of Work","Melbourne (C)","Strathbogie (S)",6
"Persons, Place of Work","Melbourne (C)","Surf Coast (S)",6
"Persons, Place of Work","Melbourne (C)","Swan Hill (RC)",4
"Persons, Place of Work","Melbourne (C)","Towong (S)",0
"Persons, Place of Work","Melbourne (C)","Wangaratta (RC)",5
"Persons, Place of Work","Melbourne (C)","Warrnambool (C)",11
"Persons, Place of Work","Melbourne (C)","Wellington (S)",7
"Persons, Place of Work","Melbourne (C)","West Wimmera (S)",0
"Persons, Place of Work","Melbourne (C)","Whitehorse (C)",530
"Persons, Place of Work","Melbourne (C)","Whittlesea (C)",180
"Persons, Place of Work","Melbourne (C)","Wodonga (RC)",10
"Persons, Place of Work","Melbourne (C)","Wyndham (C)",292
"Persons, Place of Work","Melbourne (C)","Yarra (C)",2908
"Persons, Place of Work","Melbourne (C)","Yarra Ranges (S)",66
"Persons, Place of Work","Melbourne (C)","Yarriambiack (S)",3
"Persons, Place of Work","Melbourne (C)","POW Capital city undefined (Greater Melbourne)",1074
"Persons, Place of Work","Melbourne (C)","Unincorporated Vic",14
"Persons, Place of Work","Melbourne (C)","POW No Fixed Address (Vic.)",835
"Persons, Place of Work","Melbourne (C)","POW State/Territory undefined (Vic.)",1156
"Persons, Place of Work","Melton (S)","Alpine (S)",0
"Persons, Place of Work","Melton (S)","Ararat (RC)",0
"Persons, Place of Work","Melton (S)","Ballarat (C)",113
"Persons, Place of Work","Melton (S)","Banyule (C)",192
"Persons, Place of Work","Melton (S)","Bass Coast (S)",22
"Persons, Place of Work","Melton (S)","Baw Baw (S)",0
"Persons, Place of Work","Melton (S)","Bayside (C)",43
"Persons, Place of Work","Melton (S)","Benalla (RC)",0
"Persons, Place of Work","Melton (S)","Boroondara (C)",281
"Persons, Place of Work","Melton (S)","Brimbank (C)",6736
"Persons, Place of Work","Melton (S)","Buloke (S)",0
"Persons, Place of Work","Melton (S)","Campaspe (S)",3
"Persons, Place of Work","Melton (S)","Cardinia (S)",3
"Persons, Place of Work","Melton (S)","Casey (C)",41
"Persons, Place of Work","Melton (S)","Central Goldfields (S)",0
"Persons, Place of Work","Melton (S)","Colac-Otway (S)",0
"Persons, Place of Work","Melton (S)","Corangamite (S)",0
"Persons, Place of Work","Melton (S)","Darebin (C)",469
"Persons, Place of Work","Melton (S)","East Gippsland (S)",0
"Persons, Place of Work","Melton (S)","Frankston (C)",14
"Persons, Place of Work","Melton (S)","Gannawarra (S)",0
"Persons, Place of Work","Melton (S)","Glen Eira (C)",89
"Persons, Place of Work","Melton (S)","Glenelg (S)",9
"Persons, Place of Work","Melton (S)","Golden Plains (S)",4
"Persons, Place of Work","Melton (S)","Greater Bendigo (C)",12
"Persons, Place of Work","Melton (S)","Greater Dandenong (C)",141
"Persons, Place of Work","Melton (S)","Greater Geelong (C)",187
"Persons, Place of Work","Melton (S)","Greater Shepparton (C)",3
"Persons, Place of Work","Melton (S)","Hepburn (S)",11
"Persons, Place of Work","Melton (S)","Hindmarsh (S)",0
"Persons, Place of Work","Melton (S)","Hobsons Bay (C)",2103
"Persons, Place of Work","Melton (S)","Horsham (RC)",0
"Persons, Place of Work","Melton (S)","Hume (C)",3576
"Persons, Place of Work","Melton (S)","Indigo (S)",0
"Persons, Place of Work","Melton (S)","Kingston (C)",136
"Persons, Place of Work","Melton (S)","Knox (C)",82
"Persons, Place of Work","Melton (S)","Latrobe (C)",3
"Persons, Place of Work","Melton (S)","Loddon (S)",0
"Persons, Place of Work","Melton (S)","Macedon Ranges (S)",218
"Persons, Place of Work","Melton (S)","Manningham (C)",46
"Persons, Place of Work","Melton (S)","Mansfield (S)",0
"Persons, Place of Work","Melton (S)","Maribyrnong (C)",2148
"Persons, Place of Work","Melton (S)","Maroondah (C)",31
"Persons, Place of Work","Melton (S)","Melbourne (C)",7521
"Persons, Place of Work","Melton (S)","Melton (S)",9400
"Persons, Place of Work","Melton (S)","Mildura (RC)",4
"Persons, Place of Work","Melton (S)","Mitchell (S)",10
"Persons, Place of Work","Melton (S)","Moira (S)",0
"Persons, Place of Work","Melton (S)","Monash (C)",315
"Persons, Place of Work","Melton (S)","Moonee Valley (C)",1604
"Persons, Place of Work","Melton (S)","Moorabool (S)",573
"Persons, Place of Work","Melton (S)","Moreland (C)",726
"Persons, Place of Work","Melton (S)","Mornington Peninsula (S)",6
"Persons, Place of Work","Melton (S)","Mount Alexander (S)",11
"Persons, Place of Work","Melton (S)","Moyne (S)",3
"Persons, Place of Work","Melton (S)","Murrindindi (S)",3
"Persons, Place of Work","Melton (S)","Nillumbik (S)",28
"Persons, Place of Work","Melton (S)","Northern Grampians (S)",0
"Persons, Place of Work","Melton (S)","Port Phillip (C)",1119
"Persons, Place of Work","Melton (S)","Pyrenees (S)",0
"Persons, Place of Work","Melton (S)","Queenscliffe (B)",4
"Persons, Place of Work","Melton (S)","South Gippsland (S)",0
"Persons, Place of Work","Melton (S)","Southern Grampians (S)",0
"Persons, Place of Work","Melton (S)","Stonnington (C)",240
"Persons, Place of Work","Melton (S)","Strathbogie (S)",3
"Persons, Place of Work","Melton (S)","Surf Coast (S)",0
"Persons, Place of Work","Melton (S)","Swan Hill (RC)",6
"Persons, Place of Work","Melton (S)","Towong (S)",0
"Persons, Place of Work","Melton (S)","Wangaratta (RC)",5
"Persons, Place of Work","Melton (S)","Warrnambool (C)",0
"Persons, Place of Work","Melton (S)","Wellington (S)",0
"Persons, Place of Work","Melton (S)","West Wimmera (S)",0
"Persons, Place of Work","Melton (S)","Whitehorse (C)",161
"Persons, Place of Work","Melton (S)","Whittlesea (C)",559
"Persons, Place of Work","Melton (S)","Wodonga (RC)",0
"Persons, Place of Work","Melton (S)","Wyndham (C)",2730
"Persons, Place of Work","Melton (S)","Yarra (C)",916
"Persons, Place of Work","Melton (S)","Yarra Ranges (S)",17
"Persons, Place of Work","Melton (S)","Yarriambiack (S)",0
"Persons, Place of Work","Melton (S)","POW Capital city undefined (Greater Melbourne)",1640
"Persons, Place of Work","Melton (S)","Unincorporated Vic",3
"Persons, Place of Work","Melton (S)","POW No Fixed Address (Vic.)",2255
"Persons, Place of Work","Melton (S)","POW State/Territory undefined (Vic.)",2265
"Persons, Place of Work","Mildura (RC)","Alpine (S)",0
"Persons, Place of Work","Mildura (RC)","Ararat (RC)",0
"Persons, Place of Work","Mildura (RC)","Ballarat (C)",10
"Persons, Place of Work","Mildura (RC)","Banyule (C)",0
"Persons, Place of Work","Mildura (RC)","Bass Coast (S)",0
"Persons, Place of Work","Mildura (RC)","Baw Baw (S)",0
"Persons, Place of Work","Mildura (RC)","Bayside (C)",0
"Persons, Place of Work","Mildura (RC)","Benalla (RC)",0
"Persons, Place of Work","Mildura (RC)","Boroondara (C)",3
"Persons, Place of Work","Mildura (RC)","Brimbank (C)",0
"Persons, Place of Work","Mildura (RC)","Buloke (S)",5
"Persons, Place of Work","Mildura (RC)","Campaspe (S)",0
"Persons, Place of Work","Mildura (RC)","Cardinia (S)",0
"Persons, Place of Work","Mildura (RC)","Casey (C)",0
"Persons, Place of Work","Mildura (RC)","Central Goldfields (S)",0
"Persons, Place of Work","Mildura (RC)","Colac-Otway (S)",0
"Persons, Place of Work","Mildura (RC)","Corangamite (S)",0
"Persons, Place of Work","Mildura (RC)","Darebin (C)",0
"Persons, Place of Work","Mildura (RC)","East Gippsland (S)",5
"Persons, Place of Work","Mildura (RC)","Frankston (C)",0
"Persons, Place of Work","Mildura (RC)","Gannawarra (S)",3
"Persons, Place of Work","Mildura (RC)","Glen Eira (C)",0
"Persons, Place of Work","Mildura (RC)","Glenelg (S)",0
"Persons, Place of Work","Mildura (RC)","Golden Plains (S)",0
"Persons, Place of Work","Mildura (RC)","Greater Bendigo (C)",19
"Persons, Place of Work","Mildura (RC)","Greater Dandenong (C)",0
"Persons, Place of Work","Mildura (RC)","Greater Geelong (C)",5
"Persons, Place of Work","Mildura (RC)","Greater Shepparton (C)",0
"Persons, Place of Work","Mildura (RC)","Hepburn (S)",0
"Persons, Place of Work","Mildura (RC)","Hindmarsh (S)",0
"Persons, Place of Work","Mildura (RC)","Hobsons Bay (C)",6
"Persons, Place of Work","Mildura (RC)","Horsham (RC)",0
"Persons, Place of Work","Mildura (RC)","Hume (C)",3
"Persons, Place of Work","Mildura (RC)","Indigo (S)",0
"Persons, Place of Work","Mildura (RC)","Kingston (C)",0
"Persons, Place of Work","Mildura (RC)","Knox (C)",0
"Persons, Place of Work","Mildura (RC)","Latrobe (C)",0
"Persons, Place of Work","Mildura (RC)","Loddon (S)",0
"Persons, Place of Work","Mildura (RC)","Macedon Ranges (S)",0
"Persons, Place of Work","Mildura (RC)","Manningham (C)",0
"Persons, Place of Work","Mildura (RC)","Mansfield (S)",0
"Persons, Place of Work","Mildura (RC)","Maribyrnong (C)",0
"Persons, Place of Work","Mildura (RC)","Maroondah (C)",0
"Persons, Place of Work","Mildura (RC)","Melbourne (C)",17
"Persons, Place of Work","Mildura (RC)","Melton (S)",3
"Persons, Place of Work","Mildura (RC)","Mildura (RC)",17397
"Persons, Place of Work","Mildura (RC)","Mitchell (S)",0
"Persons, Place of Work","Mildura (RC)","Moira (S)",0
