Australian Bureau of Statistics

"2011 Census - Counting Employed Persons, Place of Work"
"LGA and Local Government Areas (2011 Boundaries) (POW)"
"Counting: Persons, Place of Work"

Filters:
"Default Summation","Persons, Place of Work"

"Counting","LGA","Local Government Areas (2011 Boundaries) (POW)","Count",
"Persons, Place of Work","Southern Grampians (S)","POW Capital city undefined (Greater Melbourne)",8
"Persons, Place of Work","Southern Grampians (S)","Unincorporated Vic",4
"Persons, Place of Work","Southern Grampians (S)","POW No Fixed Address (Vic.)",235
"Persons, Place of Work","Southern Grampians (S)","POW State/Territory undefined (Vic.)",455
"Persons, Place of Work","Stonnington (C)","Alpine (S)",0
"Persons, Place of Work","Stonnington (C)","Ararat (RC)",0
"Persons, Place of Work","Stonnington (C)","Ballarat (C)",15
"Persons, Place of Work","Stonnington (C)","Banyule (C)",217
"Persons, Place of Work","Stonnington (C)","Bass Coast (S)",23
"Persons, Place of Work","Stonnington (C)","Baw Baw (S)",17
"Persons, Place of Work","Stonnington (C)","Bayside (C)",510
"Persons, Place of Work","Stonnington (C)","Benalla (RC)",7
"Persons, Place of Work","Stonnington (C)","Boroondara (C)",2388
"Persons, Place of Work","Stonnington (C)","Brimbank (C)",209
"Persons, Place of Work","Stonnington (C)","Buloke (S)",0
"Persons, Place of Work","Stonnington (C)","Campaspe (S)",7
"Persons, Place of Work","Stonnington (C)","Cardinia (S)",48
"Persons, Place of Work","Stonnington (C)","Casey (C)",268
"Persons, Place of Work","Stonnington (C)","Central Goldfields (S)",0
"Persons, Place of Work","Stonnington (C)","Colac-Otway (S)",10
"Persons, Place of Work","Stonnington (C)","Corangamite (S)",0
"Persons, Place of Work","Stonnington (C)","Darebin (C)",278
"Persons, Place of Work","Stonnington (C)","East Gippsland (S)",7
"Persons, Place of Work","Stonnington (C)","Frankston (C)",149
"Persons, Place of Work","Stonnington (C)","Gannawarra (S)",0
"Persons, Place of Work","Stonnington (C)","Glen Eira (C)",1293
"Persons, Place of Work","Stonnington (C)","Glenelg (S)",0
"Persons, Place of Work","Stonnington (C)","Golden Plains (S)",0
"Persons, Place of Work","Stonnington (C)","Greater Bendigo (C)",13
"Persons, Place of Work","Stonnington (C)","Greater Dandenong (C)",729
"Persons, Place of Work","Stonnington (C)","Greater Geelong (C)",79
"Persons, Place of Work","Stonnington (C)","Greater Shepparton (C)",6
"Persons, Place of Work","Stonnington (C)","Hepburn (S)",8
"Persons, Place of Work","Stonnington (C)","Hindmarsh (S)",0
"Persons, Place of Work","Stonnington (C)","Hobsons Bay (C)",184
"Persons, Place of Work","Stonnington (C)","Horsham (RC)",0
"Persons, Place of Work","Stonnington (C)","Hume (C)",346
"Persons, Place of Work","Stonnington (C)","Indigo (S)",0
"Persons, Place of Work","Stonnington (C)","Kingston (C)",915
"Persons, Place of Work","Stonnington (C)","Knox (C)",372
"Persons, Place of Work","Stonnington (C)","Latrobe (C)",6
"Persons, Place of Work","Stonnington (C)","Loddon (S)",0
"Persons, Place of Work","Stonnington (C)","Macedon Ranges (S)",14
"Persons, Place of Work","Stonnington (C)","Manningham (C)",146
"Persons, Place of Work","Stonnington (C)","Mansfield (S)",3
"Persons, Place of Work","Stonnington (C)","Maribyrnong (C)",268
"Persons, Place of Work","Stonnington (C)","Maroondah (C)",140
"Persons, Place of Work","Stonnington (C)","Melbourne (C)",16154
"Persons, Place of Work","Stonnington (C)","Melton (S)",38
"Persons, Place of Work","Stonnington (C)","Mildura (RC)",4
"Persons, Place of Work","Stonnington (C)","Mitchell (S)",18
"Persons, Place of Work","Stonnington (C)","Moira (S)",6
"Persons, Place of Work","Stonnington (C)","Monash (C)",2317
"Persons, Place of Work","Stonnington (C)","Moonee Valley (C)",211
"Persons, Place of Work","Stonnington (C)","Moorabool (S)",7
"Persons, Place of Work","Stonnington (C)","Moreland (C)",204
"Persons, Place of Work","Stonnington (C)","Mornington Peninsula (S)",76
"Persons, Place of Work","Stonnington (C)","Mount Alexander (S)",3
"Persons, Place of Work","Stonnington (C)","Moyne (S)",3
"Persons, Place of Work","Stonnington (C)","Murrindindi (S)",9
"Persons, Place of Work","Stonnington (C)","Nillumbik (S)",16
"Persons, Place of Work","Stonnington (C)","Northern Grampians (S)",3
"Persons, Place of Work","Stonnington (C)","Port Phillip (C)",3484
"Persons, Place of Work","Stonnington (C)","Pyrenees (S)",0
"Persons, Place of Work","Stonnington (C)","Queenscliffe (B)",4
"Persons, Place of Work","Stonnington (C)","South Gippsland (S)",6
"Persons, Place of Work","Stonnington (C)","Southern Grampians (S)",6
"Persons, Place of Work","Stonnington (C)","Stonnington (C)",10603
"Persons, Place of Work","Stonnington (C)","Strathbogie (S)",9
"Persons, Place of Work","Stonnington (C)","Surf Coast (S)",11
"Persons, Place of Work","Stonnington (C)","Swan Hill (RC)",0
"Persons, Place of Work","Stonnington (C)","Towong (S)",0
"Persons, Place of Work","Stonnington (C)","Wangaratta (RC)",3
"Persons, Place of Work","Stonnington (C)","Warrnambool (C)",3
"Persons, Place of Work","Stonnington (C)","Wellington (S)",8
"Persons, Place of Work","Stonnington (C)","West Wimmera (S)",0
"Persons, Place of Work","Stonnington (C)","Whitehorse (C)",770
"Persons, Place of Work","Stonnington (C)","Whittlesea (C)",103
"Persons, Place of Work","Stonnington (C)","Wodonga (RC)",0
"Persons, Place of Work","Stonnington (C)","Wyndham (C)",173
"Persons, Place of Work","Stonnington (C)","Yarra (C)",3059
"Persons, Place of Work","Stonnington (C)","Yarra Ranges (S)",54
"Persons, Place of Work","Stonnington (C)","Yarriambiack (S)",0
"Persons, Place of Work","Stonnington (C)","POW Capital city undefined (Greater Melbourne)",1312
"Persons, Place of Work","Stonnington (C)","Unincorporated Vic",19
"Persons, Place of Work","Stonnington (C)","POW No Fixed Address (Vic.)",1036
"Persons, Place of Work","Stonnington (C)","POW State/Territory undefined (Vic.)",1055
"Persons, Place of Work","Strathbogie (S)","Alpine (S)",0
"Persons, Place of Work","Strathbogie (S)","Ararat (RC)",0
"Persons, Place of Work","Strathbogie (S)","Ballarat (C)",0
"Persons, Place of Work","Strathbogie (S)","Banyule (C)",3
"Persons, Place of Work","Strathbogie (S)","Bass Coast (S)",0
"Persons, Place of Work","Strathbogie (S)","Baw Baw (S)",0
"Persons, Place of Work","Strathbogie (S)","Bayside (C)",0
"Persons, Place of Work","Strathbogie (S)","Benalla (RC)",118
"Persons, Place of Work","Strathbogie (S)","Boroondara (C)",3
"Persons, Place of Work","Strathbogie (S)","Brimbank (C)",3
"Persons, Place of Work","Strathbogie (S)","Buloke (S)",0
"Persons, Place of Work","Strathbogie (S)","Campaspe (S)",10
"Persons, Place of Work","Strathbogie (S)","Cardinia (S)",0
"Persons, Place of Work","Strathbogie (S)","Casey (C)",0
"Persons, Place of Work","Strathbogie (S)","Central Goldfields (S)",0
"Persons, Place of Work","Strathbogie (S)","Colac-Otway (S)",0
"Persons, Place of Work","Strathbogie (S)","Corangamite (S)",0
"Persons, Place of Work","Strathbogie (S)","Darebin (C)",9
"Persons, Place of Work","Strathbogie (S)","East Gippsland (S)",3
"Persons, Place of Work","Strathbogie (S)","Frankston (C)",0
"Persons, Place of Work","Strathbogie (S)","Gannawarra (S)",3
"Persons, Place of Work","Strathbogie (S)","Glen Eira (C)",0
"Persons, Place of Work","Strathbogie (S)","Glenelg (S)",0
"Persons, Place of Work","Strathbogie (S)","Golden Plains (S)",0
"Persons, Place of Work","Strathbogie (S)","Greater Bendigo (C)",14
"Persons, Place of Work","Strathbogie (S)","Greater Dandenong (C)",0
"Persons, Place of Work","Strathbogie (S)","Greater Geelong (C)",0
"Persons, Place of Work","Strathbogie (S)","Greater Shepparton (C)",381
"Persons, Place of Work","Strathbogie (S)","Hepburn (S)",0
"Persons, Place of Work","Strathbogie (S)","Hindmarsh (S)",0
"Persons, Place of Work","Strathbogie (S)","Hobsons Bay (C)",3
"Persons, Place of Work","Strathbogie (S)","Horsham (RC)",0
"Persons, Place of Work","Strathbogie (S)","Hume (C)",27
"Persons, Place of Work","Strathbogie (S)","Indigo (S)",0
"Persons, Place of Work","Strathbogie (S)","Kingston (C)",3
"Persons, Place of Work","Strathbogie (S)","Knox (C)",3
"Persons, Place of Work","Strathbogie (S)","Latrobe (C)",0
"Persons, Place of Work","Strathbogie (S)","Loddon (S)",0
"Persons, Place of Work","Strathbogie (S)","Macedon Ranges (S)",0
"Persons, Place of Work","Strathbogie (S)","Manningham (C)",0
"Persons, Place of Work","Strathbogie (S)","Mansfield (S)",11
"Persons, Place of Work","Strathbogie (S)","Maribyrnong (C)",0
"Persons, Place of Work","Strathbogie (S)","Maroondah (C)",3
"Persons, Place of Work","Strathbogie (S)","Melbourne (C)",42
"Persons, Place of Work","Strathbogie (S)","Melton (S)",0
"Persons, Place of Work","Strathbogie (S)","Mildura (RC)",0
"Persons, Place of Work","Strathbogie (S)","Mitchell (S)",382
"Persons, Place of Work","Strathbogie (S)","Moira (S)",8
"Persons, Place of Work","Strathbogie (S)","Monash (C)",5
"Persons, Place of Work","Strathbogie (S)","Moonee Valley (C)",7
"Persons, Place of Work","Strathbogie (S)","Moorabool (S)",0
"Persons, Place of Work","Strathbogie (S)","Moreland (C)",0
"Persons, Place of Work","Strathbogie (S)","Mornington Peninsula (S)",0
"Persons, Place of Work","Strathbogie (S)","Mount Alexander (S)",0
"Persons, Place of Work","Strathbogie (S)","Moyne (S)",0
"Persons, Place of Work","Strathbogie (S)","Murrindindi (S)",16
"Persons, Place of Work","Strathbogie (S)","Nillumbik (S)",0
"Persons, Place of Work","Strathbogie (S)","Northern Grampians (S)",0
"Persons, Place of Work","Strathbogie (S)","Port Phillip (C)",7
"Persons, Place of Work","Strathbogie (S)","Pyrenees (S)",0
"Persons, Place of Work","Strathbogie (S)","Queenscliffe (B)",0
"Persons, Place of Work","Strathbogie (S)","South Gippsland (S)",0
"Persons, Place of Work","Strathbogie (S)","Southern Grampians (S)",0
"Persons, Place of Work","Strathbogie (S)","Stonnington (C)",3
"Persons, Place of Work","Strathbogie (S)","Strathbogie (S)",2489
"Persons, Place of Work","Strathbogie (S)","Surf Coast (S)",0
"Persons, Place of Work","Strathbogie (S)","Swan Hill (RC)",0
"Persons, Place of Work","Strathbogie (S)","Towong (S)",0
"Persons, Place of Work","Strathbogie (S)","Wangaratta (RC)",12
"Persons, Place of Work","Strathbogie (S)","Warrnambool (C)",0
"Persons, Place of Work","Strathbogie (S)","Wellington (S)",0
"Persons, Place of Work","Strathbogie (S)","West Wimmera (S)",0
"Persons, Place of Work","Strathbogie (S)","Whitehorse (C)",0
"Persons, Place of Work","Strathbogie (S)","Whittlesea (C)",19
"Persons, Place of Work","Strathbogie (S)","Wodonga (RC)",0
"Persons, Place of Work","Strathbogie (S)","Wyndham (C)",10
"Persons, Place of Work","Strathbogie (S)","Yarra (C)",8
"Persons, Place of Work","Strathbogie (S)","Yarra Ranges (S)",3
"Persons, Place of Work","Strathbogie (S)","Yarriambiack (S)",0
"Persons, Place of Work","Strathbogie (S)","POW Capital city undefined (Greater Melbourne)",12
"Persons, Place of Work","Strathbogie (S)","Unincorporated Vic",4
"Persons, Place of Work","Strathbogie (S)","POW No Fixed Address (Vic.)",146
"Persons, Place of Work","Strathbogie (S)","POW State/Territory undefined (Vic.)",184
"Persons, Place of Work","Surf Coast (S)","Alpine (S)",0
"Persons, Place of Work","Surf Coast (S)","Ararat (RC)",0
"Persons, Place of Work","Surf Coast (S)","Ballarat (C)",29
"Persons, Place of Work","Surf Coast (S)","Banyule (C)",3
"Persons, Place of Work","Surf Coast (S)","Bass Coast (S)",27
"Persons, Place of Work","Surf Coast (S)","Baw Baw (S)",0
"Persons, Place of Work","Surf Coast (S)","Bayside (C)",13
"Persons, Place of Work","Surf Coast (S)","Benalla (RC)",0
"Persons, Place of Work","Surf Coast (S)","Boroondara (C)",46
"Persons, Place of Work","Surf Coast (S)","Brimbank (C)",65
"Persons, Place of Work","Surf Coast (S)","Buloke (S)",0
"Persons, Place of Work","Surf Coast (S)","Campaspe (S)",0
"Persons, Place of Work","Surf Coast (S)","Cardinia (S)",0
"Persons, Place of Work","Surf Coast (S)","Casey (C)",9
"Persons, Place of Work","Surf Coast (S)","Central Goldfields (S)",0
"Persons, Place of Work","Surf Coast (S)","Colac-Otway (S)",184
"Persons, Place of Work","Surf Coast (S)","Corangamite (S)",9
"Persons, Place of Work","Surf Coast (S)","Darebin (C)",11
"Persons, Place of Work","Surf Coast (S)","East Gippsland (S)",3
"Persons, Place of Work","Surf Coast (S)","Frankston (C)",0
"Persons, Place of Work","Surf Coast (S)","Gannawarra (S)",0
"Persons, Place of Work","Surf Coast (S)","Glen Eira (C)",11
"Persons, Place of Work","Surf Coast (S)","Glenelg (S)",3
"Persons, Place of Work","Surf Coast (S)","Golden Plains (S)",44
"Persons, Place of Work","Surf Coast (S)","Greater Bendigo (C)",9
"Persons, Place of Work","Surf Coast (S)","Greater Dandenong (C)",13
"Persons, Place of Work","Surf Coast (S)","Greater Geelong (C)",4227
"Persons, Place of Work","Surf Coast (S)","Greater Shepparton (C)",0
"Persons, Place of Work","Surf Coast (S)","Hepburn (S)",3
"Persons, Place of Work","Surf Coast (S)","Hindmarsh (S)",0
"Persons, Place of Work","Surf Coast (S)","Hobsons Bay (C)",62
"Persons, Place of Work","Surf Coast (S)","Horsham (RC)",0
"Persons, Place of Work","Surf Coast (S)","Hume (C)",57
"Persons, Place of Work","Surf Coast (S)","Indigo (S)",0
"Persons, Place of Work","Surf Coast (S)","Kingston (C)",19
"Persons, Place of Work","Surf Coast (S)","Knox (C)",18
"Persons, Place of Work","Surf Coast (S)","Latrobe (C)",0
"Persons, Place of Work","Surf Coast (S)","Loddon (S)",0
"Persons, Place of Work","Surf Coast (S)","Macedon Ranges (S)",3
"Persons, Place of Work","Surf Coast (S)","Manningham (C)",6
"Persons, Place of Work","Surf Coast (S)","Mansfield (S)",0
"Persons, Place of Work","Surf Coast (S)","Maribyrnong (C)",49
"Persons, Place of Work","Surf Coast (S)","Maroondah (C)",6
"Persons, Place of Work","Surf Coast (S)","Melbourne (C)",457
"Persons, Place of Work","Surf Coast (S)","Melton (S)",8
"Persons, Place of Work","Surf Coast (S)","Mildura (RC)",3
"Persons, Place of Work","Surf Coast (S)","Mitchell (S)",3
"Persons, Place of Work","Surf Coast (S)","Moira (S)",0
"Persons, Place of Work","Surf Coast (S)","Monash (C)",39
"Persons, Place of Work","Surf Coast (S)","Moonee Valley (C)",18
"Persons, Place of Work","Surf Coast (S)","Moorabool (S)",3
"Persons, Place of Work","Surf Coast (S)","Moreland (C)",21
"Persons, Place of Work","Surf Coast (S)","Mornington Peninsula (S)",3
"Persons, Place of Work","Surf Coast (S)","Mount Alexander (S)",3
"Persons, Place of Work","Surf Coast (S)","Moyne (S)",3
"Persons, Place of Work","Surf Coast (S)","Murrindindi (S)",0
"Persons, Place of Work","Surf Coast (S)","Nillumbik (S)",0
"Persons, Place of Work","Surf Coast (S)","Northern Grampians (S)",4
"Persons, Place of Work","Surf Coast (S)","Port Phillip (C)",85
"Persons, Place of Work","Surf Coast (S)","Pyrenees (S)",0
"Persons, Place of Work","Surf Coast (S)","Queenscliffe (B)",26
"Persons, Place of Work","Surf Coast (S)","South Gippsland (S)",0
"Persons, Place of Work","Surf Coast (S)","Southern Grampians (S)",0
"Persons, Place of Work","Surf Coast (S)","Stonnington (C)",26
"Persons, Place of Work","Surf Coast (S)","Strathbogie (S)",0
"Persons, Place of Work","Surf Coast (S)","Surf Coast (S)",5037
"Persons, Place of Work","Surf Coast (S)","Swan Hill (RC)",0
"Persons, Place of Work","Surf Coast (S)","Towong (S)",0
"Persons, Place of Work","Surf Coast (S)","Wangaratta (RC)",0
"Persons, Place of Work","Surf Coast (S)","Warrnambool (C)",3
"Persons, Place of Work","Surf Coast (S)","Wellington (S)",0
"Persons, Place of Work","Surf Coast (S)","West Wimmera (S)",0
"Persons, Place of Work","Surf Coast (S)","Whitehorse (C)",14
"Persons, Place of Work","Surf Coast (S)","Whittlesea (C)",11
"Persons, Place of Work","Surf Coast (S)","Wodonga (RC)",0
"Persons, Place of Work","Surf Coast (S)","Wyndham (C)",127
"Persons, Place of Work","Surf Coast (S)","Yarra (C)",61
"Persons, Place of Work","Surf Coast (S)","Yarra Ranges (S)",0
"Persons, Place of Work","Surf Coast (S)","Yarriambiack (S)",0
"Persons, Place of Work","Surf Coast (S)","POW Capital city undefined (Greater Melbourne)",71
"Persons, Place of Work","Surf Coast (S)","Unincorporated Vic",28
"Persons, Place of Work","Surf Coast (S)","POW No Fixed Address (Vic.)",573
"Persons, Place of Work","Surf Coast (S)","POW State/Territory undefined (Vic.)",527
"Persons, Place of Work","Swan Hill (RC)","Alpine (S)",0
"Persons, Place of Work","Swan Hill (RC)","Ararat (RC)",0
"Persons, Place of Work","Swan Hill (RC)","Ballarat (C)",3
"Persons, Place of Work","Swan Hill (RC)","Banyule (C)",0
"Persons, Place of Work","Swan Hill (RC)","Bass Coast (S)",0
"Persons, Place of Work","Swan Hill (RC)","Baw Baw (S)",0
"Persons, Place of Work","Swan Hill (RC)","Bayside (C)",0
"Persons, Place of Work","Swan Hill (RC)","Benalla (RC)",0
"Persons, Place of Work","Swan Hill (RC)","Boroondara (C)",0
"Persons, Place of Work","Swan Hill (RC)","Brimbank (C)",3
"Persons, Place of Work","Swan Hill (RC)","Buloke (S)",32
"Persons, Place of Work","Swan Hill (RC)","Campaspe (S)",3
"Persons, Place of Work","Swan Hill (RC)","Cardinia (S)",0
"Persons, Place of Work","Swan Hill (RC)","Casey (C)",0
"Persons, Place of Work","Swan Hill (RC)","Central Goldfields (S)",0
"Persons, Place of Work","Swan Hill (RC)","Colac-Otway (S)",0
"Persons, Place of Work","Swan Hill (RC)","Corangamite (S)",0
"Persons, Place of Work","Swan Hill (RC)","Darebin (C)",0
"Persons, Place of Work","Swan Hill (RC)","East Gippsland (S)",0
"Persons, Place of Work","Swan Hill (RC)","Frankston (C)",0
"Persons, Place of Work","Swan Hill (RC)","Gannawarra (S)",61
"Persons, Place of Work","Swan Hill (RC)","Glen Eira (C)",0
"Persons, Place of Work","Swan Hill (RC)","Glenelg (S)",0
"Persons, Place of Work","Swan Hill (RC)","Golden Plains (S)",3
"Persons, Place of Work","Swan Hill (RC)","Greater Bendigo (C)",15
"Persons, Place of Work","Swan Hill (RC)","Greater Dandenong (C)",0
"Persons, Place of Work","Swan Hill (RC)","Greater Geelong (C)",4
"Persons, Place of Work","Swan Hill (RC)","Greater Shepparton (C)",3
"Persons, Place of Work","Swan Hill (RC)","Hepburn (S)",0
"Persons, Place of Work","Swan Hill (RC)","Hindmarsh (S)",0
"Persons, Place of Work","Swan Hill (RC)","Hobsons Bay (C)",0
"Persons, Place of Work","Swan Hill (RC)","Horsham (RC)",3
