Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"LGA (UR) by LGA (POW)"
"Counting: Persons Aged 15 Years and Over Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over Place of Work"

"Counting","LGA (UR)","LGA (POW)","Count",
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Macedon Ranges (S)",30
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Manningham (C)",1615
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Mansfield (S)",6
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Maribyrnong (C)",329
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Maroondah (C)",470
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Melbourne (C)",12065
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Melton (C)",100
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Mildura (RC)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Mitchell (S)",78
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Moira (S)",6
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Monash (C)",985
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Moonee Valley (C)",526
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Moorabool (S)",10
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Moreland (C)",1186
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Mornington Peninsula (S)",45
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Mount Alexander (S)",3
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Moyne (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Murrindindi (S)",9
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Nillumbik (S)",1784
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Northern Grampians (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Port Phillip (C)",1262
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Pyrenees (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Queenscliffe (B)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","South Gippsland (S)",3
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Southern Grampians (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Stonnington (C)",657
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Strathbogie (S)",8
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Surf Coast (S)",5
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Swan Hill (RC)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Towong (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Wangaratta (RC)",5
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Warrnambool (C)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Wellington (S)",6
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","West Wimmera (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Whitehorse (C)",1591
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Whittlesea (C)",3630
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Wodonga (C)",3
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Wyndham (C)",266
